"id";"ssflag";"pagenumberinocrdocument";"authorfirstname";"authorlastname";"title";"firsteditionpublisher";"firsteditionpublicationplace";"firsteditionpublicationyear";"secondeditionpublisher";"secondeditionpublicationplace";"secondeditionpublicationyear";"additionalinfos";"ocrresult"
"70966";"2";"32";"Paul";"Englisch";"Das skatologische Element in Literatur, Kunst u. Volksleben";"Püttmann";"Stuttgart";"1928";"";"";"";"";"Englisch, Paul: Das skatologische Element in Literatur, Kunst u. Volksleben. Stuttgart: Püttmann 1928."
"70967";"2";"32";"Paul";"Englisch";"Geschichte der erotischen Literatur";"Püttmann";"Berlin";"1932";"";"";"";"";"Englisch, Paul: Geschichte der erotischen Literatur. Berlin: Püttmann 1932."
"70968";"2";"32";"Paul";"Englisch";"Irrgarten der Erotik";"Lykeion";"Leipzig";"1931";"";"";"";"";"Englisch, Paul: Irrgarten der Erotik. Leipzig: Lykeion 1931."
"70969";"2";"32";"Paul";"Englisch";"Sittengeschichte Europas";"Kiepenheuer";"Berlin";"1931";"Phaidon-Verl.";"Wien";"1931";"";"Englisch, Paul: Sittengeschichte Europas. Berlin: Kiepenheuer 1931.— Wien: Phaidon-Verl. 1931."
"70970";"2";"32";"Paul";"Englisch";"Sittengeschichte des Orients";"Kiepenheuer";"Berlin";"1932";"Phaidon-Verl.";"Wien";"1932";"";"Englisch,Paul: Sittengeschichte des Orients. Berlin: Kiepenheuer 1932.— Wien: Phaidon-Verl. 1932."
"70971";"2";"32";"Willy";"Enick";"Elf Jahre in der französischen Fremdenlegion. Eythra b";"Selbstverl.";"Leipzig";"1931";"";"";"";"";"Enick, Willy: Elf Jahre in der französischen Fremdenlegion. Eythra b. Leipzig: Selbstverl. 1931."
"70972";"1";"32";"";"";"Entwicklung, Die sozialistische ~ der Schiffahrt in der UdSSR";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1931";"";"";"";"";"Entwicklung, Die sozialistische ~ der Schiffahrt in der UdSSR. Moskau: Verlagsgen. ausländ. Arbeiter 1931."
"70973";"2";"32";"Julius";"Epstein";"Sämtliche Schriften";"";"";"";"";"";"";"";"Epstein, Julius: Sämtliche Schriften."
"70974";"1";"32";"";"Erasmus redivivus";"Der Moloch des Militarismus";"Verlags-Magazin";"Zürich";"1894";"";"";"";"";"Erasmus redivivus: Der Moloch des Militarismus. Zürich: Verlags-Magazin 1894."
"70975";"2";"32";"S.";"Erckner";"Sämtliche Schriften";"";"";"";"";"";"";"";"Erckner, S.: Sämtliche Schriften."
"70976";"1";"32";"";"Ercoli";"Über die Besonderheiten der spanischen Revolution";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"Ed. Prométhée";"Strassburg";"1936";"";"Ercoli: Über die Besonderheiten der spanischen Revolution. Moskau: Verlagsgen. ausländ. Arbeiter 1936. — Strasburg: Ed. Prométhée 1936."
"70977";"1";"32";"";"Ercoli";"Die antifaschistische Einheitsfront und die nächsten Aufgaben der KPD";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"";"";"";"";"Ercoli: Die antifaschistische Einheitsfront und die nächsten Aufgaben der KPD. Moskau: Verlagsgen. ausländ. Arbeiter 1936."
"70978";"1";"32";"";"Ercoli";"Kampf gegen Krieg und Faschismus";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1935";"";"";"";"";"Ercoli: Kampf gegen Krieg und Faschismus. Moskau: Verlagsgen. ausländ. Arbeiter 1935."
"70979";"1";"32";"Oskar";"Erdberg";"Die drei Grundsätze des Mister Kung";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1932";"";"";"";"";"Erdberg, Oskar: Die drei Grundsätze des Mister Kung. Moskau: Verlagsgen. ausländ. Arbeiter 1932."
"70980";"2";"32";"August";"Erdmann";"Sämtliche Schriften";"";"";"";"";"";"";"";"Erdmann, August: Sämtliche Schriften."
"70981";"2";"34";"Matthias";"Erzberger";"Sämtliche Schriften";"";"";"";"";"";"";"";"Erzberger, Matthias: Sämtliche Schriften."
"70982";"2";"34";"Walter";"Eschbach";"Unsere Feier";"Arbeiterjugendverl.";"Berlin";"1929";"";"";"";"";"Eschbach, Walter: Unsere Feier. Berlin: Arbeiterjugendverl. 1929."
"70983";"2";"34";"Walter";"Eschbach";"Proletarisches Kinderelend";"Buchh. Freiheit";"Berlin";"1922";"";"";"";"";"Eschbach, Walter: Proletarisches Kinderelend. Berlin: Buchh. Freiheit 1922."
"70984";"2";"34";"Hans";"Espe";"Die Jugend und der neue Staat";"C. Heinrich";"Dresden";"1929";"";"";"";"";"Espe, Hans: Die Jugend und der neue Staat. Dresden: C. Heinrich 1929."
"70985";"2";"34";"Walter Maria";"Espe";"Das Buch der NSDAP";"Schönfeld";"Berlin";"1934";"";"";"";"";"Espe, Walter Maria: Das Buch der NSDAP. Berlin: Schönfeld 1934."
"70986";"2";"34";"Marthe Maria";"Esperg";"Ehedirnen";"Verlag d. Schönheit";"Dresden";"1924";"";"";"";"";"Esperg, Marthe Maria: Ehedirnen. Dresden: Verlag d. Schönheit 1924."
"70987";"2";"34";"Matthe Maria";"Esperg";"Der deutsche Liebesspiegel";"Verl. d. Schönheit";"Dresden";"1927";"";"";"";"";"Esperg, Matthe Maria: Der deutsche Liebesspiegel. Dresden: Verl. d. Schönheit 1927."
"70988";"2";"34";"Concha";"Espina";"Das Metall der Toten";"Mörlins";"Berlin";"1922";"";"";"";"";"Espina, Concha: Das Metall der Toten. Berlin: Mörlins 1922."
"70989";"2";"34";"Günther";"Eten";"Horst";"Wolff";"Plauen";"1931";"";"";"";"";"Eten, Günther: Horst. Plauen: Wolff 1931."
"70990";"1";"34";"Franz";"Eugster";"Sozialismus und Katholizismus";"Oprecht & Helbling";"Zürich";"1932";"";"";"";"";"Eugster, Franz: Sozialismus und Katholizismus. Zürich: Oprecht & Helbling 1932."
"70991";"2";"34";"Herbert";"Eulenberg";"Casanovas letztes Abenteuer";"Reissner";"Dresden";"1928";"";"";"";"";"Eulenberg, Herbert: Casanovas letztes Abenteuer. Dresden: Reissner 1928."
"70992";"2";"34";"Herbert";"Eulenberg";"Die Hohenzollern";"Cassirer";"Berlin";"1928";"";"";"";"";"Eulenberg, Herbert: Die Hohenzollern. Berlin: Cassirer 1928."
"70993";"2";"34";"Max";"Eulenberger";"August, der Mann mit 300 Frauen und 1000 Kindern";"Gerthau-Verl.";"Dresden";"1933";"";"";"";"";"Eulenberger, Max: August, der Mann mit 300 Frauen und 1000 Kindern. Dresden: Gerthau-Verl. 1933."
"70994";"2";"34";"Max";"Eulenberger";"Die Dirne und der Staatsanwalt";"Gerthau-Verl.";"Dresden";"1912";"";"";"";"";"Eulenberger, Max: Die Dirne und der Staatsanwalt. Dresden: Gerthau-Verl. 1912."
"70995";"2";"34";"Franz";"Eulenburg";"Arten und Stufen der Sozialisierung";"Duncker & Humblot";"München";"1920";"";"";"";"";"Eulenburg, Franz: Arten und Stufen der Sozialisierung. München: Duncker & Humblot 1920."
"70996";"2";"34";"Max";"Everwien";"Männer, Mächte u. Methoden";"Schlegel";"Berlin";"1934";"";"";"";"";"Everwien, Max: Männer, Mächte u. Methoden. Berlin: Schlegel 1934."
"70997";"2";"34";"Hanns Heinz";"Ewers";"Sämtliche Schriften ausser: Horst Wessel u. Reiter in deutscher Nacht";"";"";"";"";"";"";"";"Ewers, Hanns Heinz: Sämtliche Schriften ausser: Horst Wessel u. Reiter in deutscher Nacht."
"70998";"2";"34";"";"";"Experimental-Ehen";"Reinhardt";"München";"1906";"";"";"";"";"Experimental-Ehen. München: Reinhardt 1906."
"70999";"1";"34";"Ernest";"Faber";"Luxemburg im Kriege 1914—1918";"Faber";"Mersch";"1933";"";"";"";"";"Faber, Ernest: Luxemburg im Kriege 1914—1918. Mersch: Faber 1933."
"71000";"2";"34";"Walter";"Fabian";"Die Kriegsschuldfrage";"Oldenburg";"Leipzig";"1925";"";"";"";"";"Fabian, Walter: Die Kriegsschuldfrage. Leipzig: Oldenburg 1925."
"71001";"2";"34";"Alexander";"Fadejew";"Die Neunzehn";"Verl. f. Lit. u. Politik";"Berlin";"1932";"";"";"";"";"Fadejew, Alexander: Die Neunzehn. Berlin: Verl. f. Lit. u. Politik 1932."
"71002";"2";"34";"Alexander";"Fadejew";"Der letzte Udehe";"Verl. f. Lit. u. Politik";"Wien";"1932";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";"";"Fadejew, Alexander: Der letzte Udehe. Wien: Verl. f. Lit. u. Politik 1932. — Moskau: Verlagsgen. ausländ. Arbeiter 1934."
"71003";"2";"0";"";"";"Faelscherwerkstätten, Aus diplomatischen ";"Neuer dt. Verl.";"Berlin";"1926";"";"";"";"";"Faelscherwerkstätten, Aus diplomatischen   Berlin: Neuer dt. Verl. 1926."
"71004";"1";"34";"";"";"Faelschung, Gegen die ~ der Geschichte der bolschewistischen Partei";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1932";"";"";"";"";"Faelschung, Gegen die ~ der Geschichte der bolschewistischen Partei. Moskau: Verlagsgen. ausländ. Arbeiter 1932."
"71005";"2";"34";"Heinrich";"Faerber";"Sämtliche Schriften";"";"";"";"";"";"";"";"Faerber, Heinrich: Sämtliche Schriften."
"71006";"1";"34";"Marcell";"Faerber";"Auf der Flucht erschossen";"La Bibliothéque";"Antwerpen";"1934";"";"";"";"";"Faerber, Marcell: Auf der Flucht erschossen. Antwerpen: La Bibliothéque 1934."
"71007";"2";"34";"Eduard";"Fahlbusch";"Hindenburgs Einzug in Walhall";"Selbstverl.";"Worms";"1935";"";"";"";"";"Fahlbusch, Eduard: Hindenburgs Einzug in Walhall. Worms: Selbstverl. 1935."
"71008";"2";"34";"";"Fahne, Die ~ hoch! Bd 42";"Das Drama von Köpenick";"Neues Verlagshaus f. Volkslit.";"Berlin";"1934";"";"";"";"";"Fahne, Die ~ hoch! Bd 42: Das Drama von Köpenick. Berlin: Neues Verlagshaus f. Volkslit. 1934."
"71009";"2";"36";"";"";"Feind im Rücken";"Wiener Volksbuchh.";"Wien";"1932";"";"";"";"";"Feind im Rücken! Wien: Wiener Volksbuchh. 1932."
"71010";"2";"36";"";"";"Feinde, Dem ~ preisgegeben. Wollust u. Grausamkeit im Balkankrieg,";"";"o. O.";"1926";"";"";"";"";"Feinde, Dem ~ preisgegeben. Wollust u. Grausamkeit im Balkankrieg, o. O. 1926."
"71011";"2";"36";"";"Feiner, Joseph, Elias Gut und Theodor Rothschild";"Not und Hoffnung. Gedichtsammlung";"Engel";"Leipzig";"1936";"";"";"";"";"Feiner, Joseph, Elias Gut und Theodor Rothschild: Not und Hoffnung. Gedichtsammlung. Leipzig: Engel 1936."
"71012";"2";"36";"Emil";"Felden";"Kirche, Religion u. Sozialdemokratie";"Vorwärts";"Berlin";"1919";"";"";"";"";"Felden, Emil: Kirche, Religion u. Sozialdemokratie. Berlin: Vorwärts 1919."
"71013";"2";"36";"Emil";"Felden";"Königskinder";"Eckhardt";"Leipzig";"1914";"Oldenburg";"Leipzig";"1919";"";"Felden, Emil: Königskinder. Leipzig: Eckhardt 1914. — Leipzig: Oldenburg 1919."
"71014";"2";"36";"Emil";"Felden";"Krieg und Religion";"Oldenburg";"Leipzig";"1924";"";"";"";"";"Felden, Emil: Krieg und Religion. Leipzig: Oldenburg 1924."
"71015";"2";"36";"Emil";"Felden";"Die grosse Sünde";"Sieben-Stäbe-Verl.";"Berlin";"1929";"";"";"";"";"Felden, Emil: Die grosse Sünde. Berlin: Sieben-Stäbe-Verl. 1929."
"71016";"2";"36";"Emil";"Felden";"Eines Menschen Weg";"Friesen-Verl.";"Bremen";"1926";"";"";"";"";"Felden, Emil: Eines Menschen Weg. Bremen: Friesen-Verl. 1926."
"71017";"2";"36";"Franz Maria";"Feldhaus";"Der Weg in die Technik";"Seemann";"Leipzig";"1934";"";"";"";"";"Feldhaus, Franz Maria: Der Weg in die Technik. Leipzig: Seemann 1934."
"71018";"2";"36";"Else";"Feldmann";"Der Leib der Mutter";"Prager";"Leipzig";"1931";"";"";"";"";"Feldmann, Else: Der Leib der Mutter. Leipzig: Prager 1931."
"71019";"2";"36";"Fritz Miroslav";"Feller";"Antisemitismus";"Archiv f. angewandte Psychologie";"Berlin";"1931";"";"";"";"";"Feller, Fritz Miroslav: Antisemitismus. Berlin: Archiv f. angewandte Psychologie 1931."
"71020";"2";"36";"Rita";"Felsen";"Der Zögling Eva";"Riebe";"Berlin";"1932";"";"";"";"";"Felsen, Rita: Der Zögling Eva. Berlin: Riebe 1932."
"71021";"2";"36";"Heinrich";"Feiten";"Was lehrt der Heil. Vater Pius XI. über die christl. Ehe?";"Germania";"Berlin";"1933";"";"";"";"";"Feiten, Heinrich: Was lehrt der Heil. Vater Pius XI. über die christl. Ehe? Berlin: Germania 1933."
"71022";"2";"36";"";"";"Fememord, das Verbrechen der Hitlerpartei";"Neudrag";"Leipzig";"1933";"";"";"";"";"Fememord, das Verbrechen der Hitlerpartei. Leipzig: Neudrag 1933."
"71023";"1";"36";"E.";"Feodorow";"Antireligiöse Propaganda im Dorf";"Zentralvölkerverl.";"Moskau";"1926";"";"";"";"";"Feodorow, E.: Antireligiöse Propaganda im Dorf. Moskau: Zentralvölkerverl. 1926."
"71024";"2";"36";"Edna";"Ferber";"Cimarron";"Tauchnitz";"Leipzig";"1930";"";"";"";"";"Ferber, Edna: Cimarron. Leipzig: Tauchnitz 1930."
"71025";"2";"36";"Edna";"Ferber";"Das ist Fanny";"Enoch";"Hamburg";"1930";"";"";"";"";"Ferber, Edna: Das ist Fanny. Hamburg: Enoch 1930."
"71026";"2";"36";"Edna";"Ferber";"Die Mädchen";"Enoch";"Hamburg";"1928";"";"";"";"";"Ferber, Edna: Die Mädchen. Hamburg: Enoch 1928."
"71027";"2";"36";"Johann";"Ferch";"Sämtliche Schriften";"";"";"";"";"";"";"";"Ferch, Johann: Sämtliche Schriften."
"71028";"2";"36";"Sandor";"Ferenczi";"Bausteine zur Psychoanalyse";"Internat. psychoanalyt. Verl.";"Wien";"1927";"";"";"";"";"Ferenczi, Sandor: Bausteine zur Psychoanalyse. Wien: Internat. psychoanalyt. Verl. 1927."
"71029";"2";"36";"Sandor";"Ferenczi";"Zur Psychoanalyse von Sexualgewohnheiten";"Internat. psychoanalyt. Verl.";"Wien";"1925";"";"";"";"";"Ferenczi, Sandor: Zur Psychoanalyse von Sexualgewohnheiten. Wien: Internat. psychoanalyt. Verl. 1925."
"71030";"2";"36";"Sandor";"Ferenczi";"Versuch einer Genitaltheorie";"Internat. psychoanalyt. Verl.";"Wien";"1924";"";"";"";"";"Ferenczi, Sandor: Versuch einer Genitaltheorie. Wien: Internat. psychoanalyt. Verl. 1924."
"71031";"2";"36";"Sandor";"Ferenczi";"Populäre Vorträge über Psychoanalyse";"Internat. psychoanalyt. Verl.";"Wien";"1922";"";"";"";"";"Ferenczi, Sandor: Populäre Vorträge über Psychoanalyse. Wien: Internat. psychoanalyt. Verl. 1922."
"71032";"2";"0";"Wladimir";"Ferkes";"Aus der stürmischen Jugend einer Hospadarentochter";"";"Wien";"1922";"";"";"";"";"Ferkes, Wladimir: Aus der stürmischen Jugend einer Hospadarentochter. Wien 1922."
"71033";"2";"0";"Wladimir";"Ferkes";"Die rote Strella";"";"Oppeln";"1923";"";"";"";"";"Ferkes, Wladimir: Die rote Strella. Oppeln 1923."
"71034";"2";"36";"Max";"Ferling";"Der Bimini-Klub";"";"o. O.";"1921";"";"";"";"";"Ferling, Max: Der Bimini-Klub. o. O. 1921."
"71035";"2";"0";"Max";"Ferlin";"Berliner Masseusen";"";"";"1921";"";"";"";"";"Ferling, Max: Berliner Masseusen, o. O. 1921."
"71036";"2";"36";"Max";"Ferling";"Berliner Prügelinstitute";"";"o. O.";"1921";"";"";"";"";"Ferling, Max: Berliner Prügelinstitute. o. O. 1921."
"71037";"1";"36";"Hernann";"Fernau";"Gerade, weil ich ein Deutscher bin";"Orell Füssli";"Zürich";"1916";"";"";"";"";"Fernau, Hernann: Gerade, weil ich ein Deutscher bin. Zürich: Orell Füssli 1916."
"71038";"2";"38";"Louis";"Fischer";"Ölimperialismus";"Neuer dt. Verl.";"Berlin";"1927";"";"";"";"";"Fischer, Louis: Ölimperialismus. Berlin: Neuer dt. Verl. 1927."
"71039";"2";"38";"Oskar";"Fischer";"Leninismus gegen Stalinismus";"Dt. Sektion d. Internat. Linken Opposition";"Prag";"1933";"";"";"";"";"Fischer, Oskar: Leninismus gegen Stalinismus. Prag: Dt. Sektion d. Internat. Linken Opposition 1933."
"71040";"2";"38";"Paul";"Fischer";"Volkstümliche Einführung in das Marx-Studium";"Dietz";"Stuttgart";"1922";"";"";"";"";"Fischer, Paul: Volkstümliche Einführung in das Marx-Studium. Stuttgart: Dietz 1922."
"71041";"2";"38";"Paul";"Fischer";"Die Marxsche Werttheorie";"Vorwärts";"Berlin";"1893";"";"";"";"";"Fischer, Paul: Die Marxsche Werttheorie. Berlin: Vorwärts 1893."
"71042";"2";"38";"Richard";"Fischer";"Borris";"Phoebus-Verl.";"Berlin";"1928";"";"";"";"";"Fischer, Richard: Borris. Berlin: Phoebus-Verl. 1928."
"71043";"2";"38";"Rudolf";"Fischer";"Gisongo oder Der Weltfriede";"Friedens-Verl.";"Leipzig";"1930";"";"";"";"";"Fischer, Rudolf: Gisongo oder Der Weltfriede. Leipzig: Friedens-Verl. 1930."
"71044";"2";"38";"Ruth";"Fischer";"Sämtliche Schriften";"";"";"";"";"";"";"";"Fischer, Ruth: Sämtliche Schriften."
"71045";"1";"38";"Thomas";"Fischer";"Bindung und Bekenntnis";"Benziger";"Einsiedeln";"1935";"";"";"";"";"Fischer, Thomas: Bindung und Bekenntnis. Einsiedeln: Benziger 1935."
"71046";"2";"38";"Wilhelm";"Fischer";"Dirnentum und Liebesmarkt";"Hedewig";"Leipzig";"1928";"";"";"";"";"Fischer, Wilhelm: Dirnentum und Liebesmarkt. Leipzig: Hedewig 1928."
"71047";"2";"38";"Wilhelm";"Fischer";"Kriegsgreuel aller Zeiten. Bd 1—6";"Strecker & Schröder";"Stuttgart";"1905/06";"";"";"";"";"Fischer, Wilhelm: Kriegsgreuel aller Zeiten. Bd 1—6. Stuttgart: Strecker & Schröder 1905/06."
"71048";"2";"38";"Wilhelm";"Fischer";"Die Prostitution";"Hedewig";"Leipzig";"1920";"";"";"";"";"Fischer, Wilhelm: Die Prostitution. Leipzig: Hedewig 1920."
"71049";"2";"38";"Zyrill";"Fischer";"Sämtliche Schriften";"";"";"";"";"";"";"";"Fischer, Zyrill: Sämtliche Schriften."
"71050";"2";"38";"Eugen";"Fischer-Baling";"Volksgericht. Die dt. Revolution von 1918";"Rowohlt";"Berlin";"1932";"";"";"";"";"Fischer-Baling, Eugen: Volksgericht. Die dt. Revolution von 1918. Berlin: Rowohlt 1932."
"71051";"2";"38";"Anna";"Fischer-Dueckelmann";"Entstehung, Verhütung und Heilung der Frauenleiden";"Bermühler";"Berlin";"1919";"";"";"";"";"Fischer-Dueckelmann, Anna: Entstehung, Verhütung und Heilung der Frauenleiden. Berlin: Bermühler 1919."
"71052";"2";"0";"Erich";"Fitzner";"Die Ruten-Redoute in Frau Birkheims Tanzschule";"";"Leipzig";"1929";"";"";"";"";"Fitzner, Erich: Die Ruten-Redoute in Frau Birkheims Tanzschule. Leipzig 1929."
"71053";"1";"38";"";"";"Flagellation, Die ~ als Passion";"Schneider & Kunert";"Budapest";"1908";"";"";"";"";"Flagellation, Die ~ als Passion. Budapest: Schneider & Kunert 1908."
"71054";"2";"38";"Otto";"Flake";"Marquis de Sade";"S. Fischer";"Berlin";"1930";"";"";"";"";"Flake, Otto: Marquis de Sade. Berlin: S. Fischer 1930."
"71055";"2";"38";"Ritterio";"Flapp";"Peitsch-Orgien";"Flagella-Verl.";"Wien";"1932";"";"";"";"";"Flapp, Ritterio: Peitsch-Orgien. Wien: Flagella-Verl. 1932."
"71056";"1";"38";"";"";"Fleck, Der gelbe ~";"Ed. du Carrefour";"Paris";"1936";"";"";"";"";"Fleck, Der gelbe ~. Paris: Ed. du Carrefour 1936."
"71057";"2";"38";"Hermann";"Fleischack";"Allerlei von der Liebe";"Hartung";"Leipzig";"1920";"";"";"";"";"Fleischack, Hermann: Allerlei von der Liebe. Leipzig: Hartung 1920."
"71058";"2";"38";"Hermann";"Fleischack";"Das Judenmädel von Sosnowice";"Hartung";"Leipzig";"1920";"";"";"";"";"Fleischack, Hermann: Das Judenmädel von Sosnowice. Leipzig: Hartung 1920."
"71059";"2";"38";"Hermann";"Fleischack";"Das Kuckucksei";"Hartung";"Leipzig";"1920";"";"";"";"";"Fleischack, Hermann: Das Kuckucksei. Leipzig: Hartung 1920."
"71060";"2";"38";"Hermann";"Fleischack";"Das Mädchen aus der Ackerstrasse";"Vogel & Vogel";"Leipzig";"1919";"";"";"";"";"Fleischack, Hermann: Das Mädchen aus der Ackerstrasse. Leipzig: Vogel & Vogel 1919."
"71061";"2";"38";"Hermann";"Fleischack";"§ 173 Reichsstrafgesetzbuch";"Hartung";"Leipzig";"1920";"";"";"";"";"Fleischack, Hermann: § 173 Reichsstrafgesetzbuch. Leipzig: Hartung 1920."
"71062";"2";"38";"Marieluise";"Fleisser";"Mehlreisende Frieda Geier";"Kiepenheuer";"Berlin";"1931";"";"";"";"";"Fleisser, Marieluise: Mehlreisende Frieda Geier. Berlin: Kiepenheuer 1931."
"71063";"2";"38";"Marieluise";"Fleisser";"Pioniere in Ingolstadt";"Arcadia-Verl.";"Berlin";"1929";"";"";"";"";"Fleisser, Marieluise: Pioniere in Ingolstadt. Berlin: Arcadia-Verl. 1929."
"71064";"2";"38";"Hermann";"Fleissner";"Genossenschaften und Arbeiterbewegung";"Thüring. Verl.-Anst.";"Jena";"1925";"";"";"";"";"Fleissner, Hermann: Genossenschaften und Arbeiterbewegung. Jena: Thüring. Verl.-Anst. 1925."
"71065";"2";"38";"Edward L.";"Fleming";"Nazi Shadows";"L. Williams";"London";"1935";"";"";"";"";"Fleming, Edward L.: Nazi Shadows. London: L. Williams 1935."
"71066";"2";"38";"Walter";"Flexius";"Das Blutbad im Dritten Reich";"Heimatbund »Saarland«";"Saarbrücken";"1934";"";"";"";"";"Flexius, Walter: Das Blutbad im Dritten Reich. Saarbrücken: Heimatbund »Saarland« 1934."
"71067";"2";"38";"Wilhelm";"Florin";"Ergebnisse und Aussichten des sozialistischen Aufstiegs in der Sowjetunion";"Kommun. Partei Deutschlands";"Berlin";"1931";"";"";"";"";"Florin, Wilhelm: Ergebnisse und Aussichten des sozialistischen Aufstiegs in der Sowjetunion. Berlin: Kommun. Partei Deutschlands 1931."
"71068";"1";"40";"Alexander Maria";"Fraenkel";"Die seelische Situation der Gegenwart";"Rotapfel-Verl.";"Zürich";"1935";"";"";"";"";"Fraenkel, Alexander Maria: Die seelische Situation der Gegenwart. Zürich: Rotapfel-Verl. 1935."
"71069";"2";"40";"Ernst";"Fraenkel";"Betriebsräte u. Arbeitsgerichtsgesetz";"Laub";"Berlin";"1927";"";"";"";"";"Fraenkel, Ernst: Betriebsräte u. Arbeitsgerichtsgesetz. Berlin: Laub 1927."
"71070";"1";"40";"";"";"Fragen des Agrarprogramms und der Agrarpolitik";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1935";"";"";"";"";"Fragen des Agrarprogramms und der Agrarpolitik. Moskau: Verlagsgen. ausländ. Arbeiter 1935."
"71071";"2";"40";"August";"Frank";"Das hohe Spiel";"Manz";"Regensburg";"1933";"";"";"";"";"Frank, August: Das hohe Spiel. Regensburg: Manz 1933."
"71072";"2";"40";"Bruno";"Frank";"Sämtliche Schriften";"";"";"";"";"";"";"";"Frank, Bruno: Sämtliche Schriften."
"71073";"2";"40";"Herbert";"Frank";"Freiheit!";"Ludendorff-Verl.";"München";"1933";"";"";"";"";"Frank, Herbert: Freiheit! München: Ludendorff-Verl. 1933."
"71074";"2";"40";"Herbert";"Frank";"Geheimnisvolle Querverbindungen über Deutschland";"Ludendorff-Verl.";"München";"1932";"";"";"";"";"Frank, Herbert: Geheimnisvolle Querverbindungen über Deutschland. München: Ludendorff-Verl. 1932."
"71075";"2";"40";"Josef Maria";"Frank";"Das Leben der Maria Szameitat";"Der Bücherkreis";"Berlin";"1930";"";"";"";"";"Frank, Josef Maria: Das Leben der Maria Szameitat. Berlin: Der Bücherkreis 1930."
"71076";"2";"40";"Josef Maria";"Frank";"Volk im Fieber";"Sieben Stäbe-Verl.";"Berlin";"1932";"";"";"";"";"Frank, Josef Maria: Volk im Fieber. Berlin: Sieben Stäbe-Verl. 1932."
"71077";"2";"40";"Leonhard";"Frank";"Sämtliche Schriften";"";"";"";"";"";"";"";"Frank, Leonhard: Sämtliche Schriften."
"71078";"2";"40";"";"Frank, Rudolf, u. Georg Lichey";"Der Schädel des Negerhäuptlings Makaua";"Müller & Kiepenheuer";"Potsdam";"1931";"";"";"";"";"Frank, Rudolf, u. Georg Lichey: Der Schädel des Negerhäuptlings Makaua. Potsdam: Müller & Kiepenheuer 1931."
"71079";"2";"40";"Wilhelm";"Frank";"Beni Bradl";"Butzon & Bercker";"Kevelaer";"1935";"";"";"";"";"Frank, Wilhelm: Beni Bradl. Kevelaer: Butzon & Bercker 1935."
